transcript_id	gene_name	se_id	SElet_id	length	type	subtype	reads_2i_1	reads_2i_2	reads_ser_1	reads_ser_2	reads_sahlen	fpkm_2i_1	fpkm_2i_2	fpkm_ser_1	fpkm_ser_2	fpkm_sahlen	distance	n_baits_joshi	n_baits_sahlen
ENSMUST00000139562	Fbxo36	282	52	1027	M	INT	38.6571420423386	26.3656063338218	31.136228739425	36.2326941771182	0	228.154782300895	155.610033631971	183.766287790597	213.845670305927	0	3702	1	1
ENSMUST00000027421	Trip12	282	52	1027	M	INT	7.30131417057443	6.5741048394003	12.2049537028423	7.26055074235027	7.2137547526267	130.920370894882	117.880729930077	218.847871520266	130.189439035579	129.350336897543	30834	1	1
ENSMUST00000139562	Fbxo36	282	53	2244	U	DM	60.8849987166834	30.6181234844382	56.6839036025429	19.5099122492175	0	164.459030410542	82.703900917734	153.11127573046	52.6990444203108	0	4729	3	0
ENSMUST00000027421	Trip12	282	53	2244	U	DM	35.4635259713615	18.0787883083508	14.8203009248799	8.16811958514405	8.41604721139782	291.028616686242	148.362144164447	121.621625568892	67.0310263483654	69.0656247739479	31861	3	0
ENSMUST00000139562	Fbxo36	282	54	8079	M	INT	131.434282943951	67.1897709797393	88.6184971814402	87.3300834012592	0	98.6100840250361	50.4098992555879	66.4870478044207	65.5204005319062	0	6973	3	0
ENSMUST00000027421	Trip12	282	54	8079	M	INT	108.476667677106	47.6622600856522	44.4609027746396	32.6724783405762	33.6641888455913	247.260852201308	108.640975971886	101.34382761849	74.4733868675489	76.7338838929269	34105	3	0
ENSMUST00000139562	Fbxo36	282	55	1177	U	DM	13.5299997148185	10.2060411614794	9.58037807366922	16.7227819279007	0	69.6773462175505	52.5594884337001	49.3374230601773	86.1196667162355	0	15052	1	0
ENSMUST00000027421	Trip12	282	55	1177	U	DM	9.38740393359569	5.75234173447526	6.974259258767	15.4286703274943	4.80916983508447	146.874255150066	90.0004850751191	109.118467800128	241.395222612805	75.2437247203492	42184	1	0
ENSMUST00000139562	Fbxo36	282	56	6843	M	INT	105.340712065373	40.8241646459176	66.2642816762121	41.8069548197518	0	93.308237597213	36.1610509346573	58.695287108137	37.0315825387291	0	16229	2	0
ENSMUST00000027421	Trip12	282	56	6843	M	INT	74.0561865872549	42.731681456102	45.3326851819855	19.0589456986694	37.2710662219046	199.292722167431	114.995296309839	121.994861596504	51.2895592517961	100.300225919603	43361	2	0
ENSMUST00000139562	Fbxo36	282	57	733	U	DM	40.5899991444556	2.55151029036985	21.5558506657557	3.71617376175571	0	335.648989760124	21.0990852273073	178.250792113389	30.7299826360495	0	23072	2	0
ENSMUST00000027421	Trip12	282	57	733	U	DM	27.1191669192764	5.75234173447526	13.0767361101881	9.98325727073161	2.40458491754223	681.316652433276	144.516467849134	328.527719817745	250.810043107936	60.4105484282749	50204	2	0
ENSMUST00000139562	Fbxo36	282	58	317	M	INT	19.3285710211693	2.55151029036985	9.58037807366922	4.64521720219464	0	369.581958080473	48.7874746738683	183.186583412709	88.8212826191809	0	23805	1	0
ENSMUST00000027421	Trip12	282	58	317	M	INT	11.473493696617	1.64352620985008	8.71782407345875	1.81513768558757	3.60687737631335	666.519797205715	95.475953973335	506.437052842076	105.445231774085	209.531223964947	50937	1	0
ENSMUST00000036954	Gbx2	315	60	841	U	DM	6.25826928906379	8.21763104925038	5.23069444407525	5.4454130567627	0	137.036066834425	179.939818130483	114.535466647518	119.237117023965	0	62005	2	0
ENSMUST00000036954	Gbx2	315	61	1517	M	INT	28.1622118007871	19.7223145182009	20.0509953689551	19.0589456986694	4.80916983508447	341.867498309086	239.41366441303	243.403596062728	231.360879340831	58.3796071165794	60488	2	0
ENSMUST00000036954	Gbx2	315	63	291	M	INT	3.1291346445319	2.46528931477511	3.4871296293835	1.81513768558757	2.40458491754223	198.01947114734	156.0096773688	220.674289692011	114.866455231563	152.16815119562	60106	1	0
ENSMUST00000036954	Gbx2	315	65	2200	M	INT	6.25826928906379	3.28705241970015	6.10247685142113	0.907568842793783	2.40458491754223	52.3851510035235	27.5144340086793	51.0810827389348	7.59684965281474	20.1276963626934	57643	1	0
ENSMUST00000036954	Gbx2	315	66	1294	U	DM	16.6887181041701	14.7917358886507	27.0252546277221	9.07568842793783	8.41604721139782	237.50094221072	210.5045569443	384.602543916467	129.158185751101	119.770681601808	56349	2	0
ENSMUST00000027629	Tcfcp2l1	368	68	3789	M	INT	45.4221418997479	72.292791560479	48.7002552078185	74.3234752351142	26.1174537843018	72.6629927875556	115.648676439464	77.9070767012305	118.897214421875	41.7807764360089	14190	5	0
ENSMUST00000027629	Tcfcp2l1	368	69	505	U	DM	15.4628568169355	16.1595651723424	12.773837431559	19.5099122492175	5.80387861873374	185.596009047936	193.958389413009	153.320519978425	234.171595404312	69.662205463603	17979	1	0
ENSMUST00000027629	Tcfcp2l1	368	70	722	M	INT	0.966428551058466	1.70100686024656	15.1689319499763	5.57426064263357	0	8.11339894124029	14.2803596229144	127.346813468922	46.7972519506044	0	18484	2	0
ENSMUST00000027629	Tcfcp2l1	368	71	1521	U	DM	8.69785695952619	10.2060411614794	22.3542155052282	13.9356516065839	8.70581792810061	34.6619765418668	40.6722668550066	89.0841614273067	55.5352003753064	34.6937019320705	19206	1	0
ENSMUST00000062483	Gli2	372	73	174	M	INT	20.2949995722278	16.1595651723424	7.98364839472435	21.3679991300953	7.25484827341718	706.984797397042	562.925210652699	278.113730564313	744.363185720055	252.725673556893	21772	1	0
ENSMUST00000062483	Gli2	372	74	1172	U	DM	28.0264279806955	10.2060411614794	27.9427693815352	12.0775647257061	2.90193930936687	144.947395078233	52.7837183331613	144.514728595279	62.4628849272431	15.0082823204435	21946	4	0
ENSMUST00000062483	Gli2	372	75	424	M	INT	25.1271423275201	27.216109763945	22.3542155052282	14.8646950470228	1.45096965468344	359.209256898497	389.072439537516	319.568418705032	212.500728983248	20.7425788674054	23118	0	0
ENSMUST00000038765	Inhbb	376	80	749	U	DM	13.5299997148185	22.9635926133286	13.5722022710314	25.0841728918511	4.35290896405031	109.492972627579	185.835334104868	109.834501336347	202.996357259698	35.2263822688113	22934	2	0
ENSMUST00000003135	Elf3	449	82	11325	M	INT	97.0031739804888	104.36391432548	89.7935879566252	70.7903697379151	30.0573114692779	157.733655560278	169.702712185982	146.010385980986	115.109880832054	48.8752008807125	72697	8	0
ENSMUST00000130069	Rnpep	449	82	11325	M	INT	36.5065708528721	26.2964193576012	37.4866435158726	15.4286703274943	0	59.3621284366639	42.7597385035545	60.9557922056542	25.0880509505758	0	85863	8	0
ENSMUST00000041240	Shisa4	449	82	11325	M	INT	12.3415065999082	15.5424955815596	22.4729274197694	22.2112201451294	26.5536878776035	51.7468390981953	65.1683010929442	94.226985161186	93.1296698438061	111.337250678638	189462	8	0
ENSMUST00000003135	Elf3	449	83	1848	U	DM	21.9039425117233	30.4052348822264	18.3074305542634	19.9665145414632	3.60687737631335	218.271462514681	302.986326881289	182.432438353339	198.965109954672	35.9423149333811	70849	4	0
ENSMUST00000130069	Rnpep	449	83	1848	U	DM	11.473493696617	10.6829203640255	15.6920833322258	9.07568842793783	0	114.332670841024	106.454655390723	156.370661445719	90.4386863430326	0	84015	4	0
ENSMUST00000041240	Shisa4	449	83	1848	U	DM	3.3658654363386	5.18083186051986	6.55460383076607	6.4782725423294	7.14906981320095	86.486563280263	133.122476529147	168.421812965661	166.46046574828	183.696731342596	187614	4	0
ENSMUST00000003135	Elf3	449	84	6694	M	INT	33.3774362083402	32.8705241970015	39.2302083305644	36.3027537117513	8.41604721139782	91.821398034261	90.4268820123907	107.922386596836	99.8689527110393	23.1525637873826	64155	6	0
ENSMUST00000130069	Rnpep	449	84	6694	M	INT	13.5595834596382	13.1482096788006	20.922777776301	12.705963799113	0	37.3024429514185	36.1707528049563	57.5586061849793	34.9541334488638	0	77321	6	0
ENSMUST00000041240	Shisa4	449	84	6694	M	INT	5.609775727231	3.45388790701324	8.42734778241352	11.1056100725647	6.12777412560081	39.7936383183762	24.5005812793412	59.7804343600854	78.7790193442713	43.4681240583615	180920	6	0
ENSMUST00000003135	Elf3	449	85	543	U	DM	3.1291346445319	2.46528931477511	5.23069444407525	0	0	106.120932051337	83.6073961589701	177.392868233081	0	0	63612	2	0
ENSMUST00000130069	Rnpep	449	85	543	U	DM	1.04304488151063	0.821763104925038	1.74356481469175	0.907568842793783	0	35.3736440171123	27.86913205299	59.1309560776936	30.7791330316619	0	76778	2	0
ENSMUST00000041240	Shisa4	449	85	543	U	DM	0	0.863471976753311	1.87274395164745	0.925467506047057	0	0	75.5096183627577	163.769276695892	80.9310551704346	0	180377	2	0
ENSMUST00000003135	Elf3	449	86	3627	M	INT	20.8608976302126	12.3264465738756	19.1792129616093	10.8908261135254	8.41604721139782	105.916121870923	62.5845273150273	97.3777779575583	55.2955144290899	42.7304278998454	59985	2	0
ENSMUST00000130069	Rnpep	449	86	3627	M	INT	4.17217952604253	3.28705241970015	6.10247685142113	2.72270652838135	0	21.1832243741847	16.6892072840073	30.9838384410413	13.8238786072725	0	73151	2	0
ENSMUST00000041240	Shisa4	449	86	3627	M	INT	1.1219551454462	0.863471976753311	3.7454879032949	8.32920755442351	7.14906981320095	14.6886470859228	11.3045830634071	49.0359620876037	109.046061929395	93.5956877643004	176750	2	0
ENSMUST00000003135	Elf3	449	89	654	U	PU	6.25826928906379	12.3264465738756	8.71782407345875	9.07568842793783	2.40458491754223	176.219162397174	347.085750109486	245.474840597765	255.551517372973	67.7078470916292	58773	2	0
ENSMUST00000130069	Rnpep	449	89	654	U	PU	5.21522440755316	8.21763104925038	7.84604166611288	8.16811958514405	0	146.849301997645	231.390500072991	220.927356537988	229.996365635676	0	71939	2	0
ENSMUST00000041240	Shisa4	449	89	654	U	PU	3.3658654363386	6.90777581402648	1.87274395164745	5.55280503628234	3.06388706280041	244.384050369917	501.550125638867	135.973573770442	403.170302362807	222.458426946997	175538	2	0
ENSMUST00000047734	Zfp281	464	93	2469	M	INT	4.17217952604253	2.46528931477511	2.61534722203763	6.35298189955648	3.60687737631335	31.1184912131097	18.3875318405511	19.5067491799439	47.3841574132633	26.9021458067591	65870	3	0
ENSMUST00000168126	Nr5a2	464	93	2469	M	INT	1.1219551454462	1.72694395350662	0.936371975823725	1.85093501209411	0	21.5778545891624	33.2132221717112	18.008650718078	35.5978638781255	0	260391	3	0
ENSMUST00000047734	Zfp281	464	94	387	U	DM	9.38740393359569	0.821763104925038	3.4871296293835	0.907568842793783	1.20229245877112	446.695086076557	39.1032007875287	165.933380621125	43.1862254165179	57.2105064572681	68339	2	0
ENSMUST00000168126	Nr5a2	464	94	387	U	DM	1.1219551454462	0	2.80911592747117	0	1.02129568760014	137.663366875044	0	344.6771986274	0	125.312498900376	260004	2	0
ENSMUST00000047734	Zfp281	464	95	933	M	INT	25.0330771562552	2.46528931477511	7.84604166611288	0	6.01146229385559	494.093600033234	48.6589668963781	154.862262782255	0	118.6520149998	68726	2	1
ENSMUST00000168126	Nr5a2	464	95	933	M	INT	6.7317308726772	2.59041593025993	4.68185987911862	0.925467506047057	1.02129568760014	342.609151000913	131.838336884172	238.281664645952	47.1013536522465	51.9784963284516	259071	2	1
ENSMUST00000047734	Zfp281	464	96	1309	U	DM	6.25826928906379	5.75234173447526	3.4871296293835	7.26055074235027	28.8550190105068	88.0422705941572	80.9248059078802	49.0574624143432	102.142516340366	405.936733365245	69659	1	2
ENSMUST00000168126	Nr5a2	464	96	1309	U	DM	14.5854168908006	4.31735988376655	5.61823185494235	3.70187002418823	15.319435314002	529.094269479256	156.614678269585	203.804546781977	134.287434553235	555.721204061635	257762	1	2
ENSMUST00000047734	Zfp281	464	98	322	U	PU	0	0.821763104925038	0	0.907568842793783	1.20229245877112	0	46.9967040520919	0	51.9039417273057	68.7592111769029	71150	1	3
ENSMUST00000168126	Nr5a2	464	98	322	U	PU	1.1219551454462	0	0.936371975823725	0	0	165.452555840503	0	138.084964667499	0	0	257258	1	3
ENSMUST00000047734	Zfp281	464	100	59	U	DM	2.08608976302127	0	0.871782407345875	0	1.20229245877112	651.114871230236	0	272.102619916844	0	375.26213557564	71550	0	0
ENSMUST00000168126	Nr5a2	464	100	59	U	DM	1.1219551454462	0	0	0	2.04259137520027	902.978355604102	0	0	0	1643.93007032018	257121	0	0
ENSMUST00000027649	Nr5a2	466	102	499	M	INT	0.966428551058466	0	0	0.929043440438928	1.45096965468344	11.7392265241994	0	0	11.2851088538198	17.624956793146	14863	1	0
ENSMUST00000027649	Nr5a2	466	104	347	M	INT	3.86571420423386	6.80402744098626	4.79018903683461	8.36139096395035	2.90193930936687	67.5259254821382	118.852099685812	83.674563316756	146.055976549005	50.6907979238033	14306	2	0
ENSMUST00000027649	Nr5a2	466	105	460	U	PU	6.76499985740926	4.25251715061641	3.99182419736217	4.64521720219464	2.90193930936687	89.1415614109314	56.034889389914	52.5997707806419	61.2094491093051	38.2384932164342	13846	2	0
ENSMUST00000027649	Nr5a2	466	106	538	M	INT	7.73142840846773	7.65453087110954	7.98364839472435	7.43234752351142	5.80387861873374	87.1059336145055	86.2395695443286	89.947563416711	83.7363467368932	65.3892449054266	13308	1	0
ENSMUST00000027649	Nr5a2	466	107	791	U	PU	3.86571420423386	4.25251715061641	3.19345935788974	3.71617376175571	2.90193930936687	29.6226247058179	32.5866613392673	24.4711955085666	28.4767095729763	22.2373032611375	12517	2	0
ENSMUST00000027649	Nr5a2	466	108	264	M	INT	0	0	0.798364839472435	0.929043440438928	0	0	0	18.3302231508297	21.3305655986972	0	12253	0	0
ENSMUST00000027649	Nr5a2	466	109	6171	U	PU	52.1871417571572	62.0867503989996	48.7002552078185	55.7426064263357	101.56787582784	51.2599575305585	60.9836845150968	47.835020842807	54.75225394318	99.763367490616	6082	7	3
ENSMUST00000027752	Lamc1	508	112	3675	U	DM	25.8049683452626	17.2694395350662	14.9819516131796	20.3602851330353	0	333.42629348429	223.138627325047	193.581969514817	263.075478929527	0	236347	6	0
ENSMUST00000110797	Gm8818	508	112	3675	U	DM	5.609775727231	12.0886076745463	8.42734778241352	7.40374004837646	0	72.4839768444109	156.197039127533	108.889857852085	95.663810519828	0	208993	6	0
ENSMUST00000111836	Smg7	508	112	3675	U	DM	21.3171477634778	24.1772153490927	23.4092993955931	17.5838826148941	0	275.439112008761	312.394078255066	302.471827366902	227.201549984591	0	190119	6	0
ENSMUST00000027847	Gpa33	556	114	413	M	INT	15.4628568169355	2.55151029036985	17.5640264683936	9.29043440438928	21.7645448202515	226.939429949656	37.4470447254631	257.777084891088	136.350346684166	319.425669725661	5239	2	0
