chr	start	end	SElet_id	se_id	length	type	pct_meth_2i_marks	cov_2i_marks	pct_meth_ser_marks	cov_ser_marks	pct_meth_ser_schubeler	cov_ser_schubeler	pct_meth_episc_veillard	cov_episc_veillard	pct_meth_epilc_surani	cov_epilc_surani	pct_meth_episc_surani	cov_episc_surani	E35ICM_pct_meth	E35ICM_cov	E40ICM_pct_meth	E40ICM_cov	E55Epi_pct_meth	E55Epi_cov	E55VE_pct_meth	E55VE_cov	E65Epi_pct_meth	E65Epi_cov	E65VE_pct_meth	E65VE_cov	nCG	in.vitro	in.vivo	H3K27ac_2i	H3K27ac_ser	H3K27ac_EpiLC	H3K27ac_EpiSC	ATAC_2i	ATAC_ser	ATAC_EpiLC	ATAC_EpiSC	Esrrb_ser	H3K27ac_WT	H3K27ac_KO	Med1_WT	Med1_KO	GROseq_2i	GROseq_ser	Pol2_2i	Pol2_ser	STARTseq_2i	STARTseq_ser
chr1	13091139	13091380	11	45	242	INT	0	4	1	4	0.5	4	1	4	1	4	1	7	0.134328358208955	67	0.733333333333333	15	1	8	0.836734693877551	49	0.883720930232558	43	0.85	40	4	1	1	1.74283054577709	1.18883465306577	0.227702120462018	0.610252123017328	-0.98822293249258	-1.26345892575705	0	0.706108055820653	400.012786018277	311.875709670969	308.476132547472	361.32735848522	414.030039565253	0.12267161722958	0	1.03587620902065	0.596336827894804	0	0
chr1	13091381	13091615	12	45	235	DM	0	4	0	4	0.25	4	1	4	1	2	0.75	4	0.0294117647058824	68			1	7			1	9	0.875	8	2	1	1	1.43615676211996	0.610814770427144	0.435225450326475	0.624998957303289	-0.76937279139279	-0.336919204389288	0.155083837172852	0.105280736227183	456.119585522367	293.673439924605	205.785578516153	271.558919111033	352.256326861631	0.753130154704732	0.547563515497368	0.558972929955508	0	0	1.09538006680981
chr1	13091616	13093431	13	45	1816	INT	0	6	1	6	0.833333333333333	6	1	6	0.9	10	1	10	0.173076923076923	208	0.236363636363636	55	0.776595744680851	94	0.514563106796117	103	0.892857142857143	112	0.672413793103448	58	7	1	1	1.39908049834199	1.34185865953631	0.322638355837072	0.736878130193413	-0.193538482742312	0.0402940993115817	-0.376636929459424	-0.163591588089646	184.004307334696	249.258365952537	225.281054375578	189.318210641962	277.269703822882	0.438081161187705	0.162817010182937	0.837810151792866	0.750281769989384	0	0.949793666567522
chr1	13093432	13094739	14	45	1308	DM	0	32	0	32	0	31	1	33	0.25	12	0.870967741935484	31	0.0441558441558442	770	0.0980392156862745	153	0.585365853658537	123	0.531746031746032	126	0.454976303317536	211	0.806818181818182	88	33	1	1	2.7866402277852	2.04448144114531	1.0534450304735	0.729055553153078	3.00937013232219	2.85252931923566	0.329610050568799	-0.351084587236406	821.886583404915	415.695652984326	418.846948839062	520.401356337747	464.7008926826	1.99582149554611	1.21845085244952	2.03034550358806	1.43545659448302	1.67940205551481	4.44490803112732
chr1	34130107	34130689	16	88	583	INT	0	6	0	5	0	7	1	3	0	5	0.8	5	0.0756756756756757	185			0.689655172413793	29	0.708333333333333	24	0.547169811320755	53	0.705882352941177	17	7	1	1	4.03190822953555	3.66518607833741	3.4130048883891	2.3027702925531	3.50877005383657	2.79243907065695	0.140565944051889	0.12944501733985	650.732631157616	605.133802112685	474.657891628956	764.284380590847	551.607031645505	4.04842585219527	2.29498744955144	2.95060228550686	1.82769968304687	3.7185747776654	2.53877732020992
chr1	34130690	34131742	17	88	1053	PU	0	13	0	13	0	14	0	13	0	9	0.176470588235294	17	0.0180831826401447	553			0.203703703703704	54	0.638297872340426	94	0.127118644067797	118	0.4625	80	15	1	1	3.90610123661401	3.48229923791633	3.59927037842927	2.61176304555642	3.67570894928332	3.24876164543683	1.48068829312677	0.805394419435628	850.923450974512	473.590295467769	844.000908324854	774.06338286529	503.112548491386	3.97228190273508	3.05560984267113	2.93325268895305	1.27002699548154	3.35550283473491	4.210572506205
chr1	34131790	34134544	19	88	2755	DM	0	24	0	22	0	25	1	19	0.05	20	0.785714285714286	28	0.0357142857142857	784			0.494949494949495	99	0.691176470588235	68	0.221428571428571	140	0.834355828220859	163	36	1	1	3.55982677528858	3.31435876360925	3.40959211984287	1.96855608813171	1.67509851748037	1.72588392395879	0.790948035643141	0.342375861591326	210.028499848376	374.289678335281	351.848269837674	338.413293532704	324.507204449758	2.42374529831021	2.81238629743902	2.09604754465415	1.20409611687666	2.08300476004239	2.82295834380186
chr1	34134545	34134640	20	88	96	CG		0	0	1		0	1	1	0	1	1	1													0	1	0	4.35674751431639	4.20317887742788	4.65162787863017	2.11043356205845	0	0.652080399493367	0.326324996351887	0.658526541882014	326.175839426181	730.899094233409	471.311679548907	619.34490323569	776.330010113887	2.00728347662831	0	2.05110662755538	1.84023857544286	0	0
chr1	36070190	36070584	21	100	395	INT	0	5	0.6	5	0.4	5	1	5	0.666666666666667	3	1	3	0	158	0.176470588235294	17	0.320512820512821	78	0.0476190476190476	21	0.75	64	0.275862068965517	58	5	1	1	4.57510160516626	3.56307682428148	3.83820941573317	2.35414205666101	1.04462982831172	1.4752875951199	0.0346769950731981	0.19070431929533	445.663266221051	913.862923699394	1874.00674039583	549.550706018267	583.580412201168	3.49524484964704	0.631582654536473	2.99967173964154	1.36065397488281	3.6154974100862	3.01805336562071
chr1	36070585	36071069	22	100	485	PU	0	12	0	12	0	12	0	12	0	2	0.285714285714286	7	0.00560224089635854	357	0	16	0.1	30	0	82	0.036144578313253	83	0	43	10	1	1	4.12056012222659	3.7150085904656	3.59574609796778	1.6633179266152	4.4920185845436	3.56132484114329	1.19495267481564	0.770016106628355	2688.92892419517	708.434082028867	1164.2236306961	1254.55732052122	1236.9575148995	3.74169604676844	1.47993086379898	2.75110046113426	1.34053513768752	5.15989729846998	6.1837202388491
chr1	36071070	36071359	23	100	290	INT		0	0	1	0	1		0	0	1		0	0	23			0.421052631578947	19	0.363636363636364	11	0.428571428571429	7	0.272727272727273	11	1	1	1	4.06891694606851	3.62286922215975	3.19096237493533	1.98760960657192	3.15928596858151	2.58583932195648	0.946773585559736	0.0351635150775176	1894.22762573336	698.49059089334	1134.20046407082	1091.24714438621	975.745534796103	2.49280898334122	0.458452843123442	2.74357734894624	1.18994929338396	3.55981358269007	4.4913820953251
chr1	36071360	36072720	24	100	1361	DM	0	17	0.117647058823529	17	0.235294117647059	17	1	17	0.307692307692308	13	0.833333333333333	18	0.026578073089701	602			0.330357142857143	112	0.620689655172414	29	0.828358208955224	134	0.361904761904762	105	15	1	1	4.14704319360275	3.1345356599946	3.07860824462265	1.53398270638701	1.69708886605338	1.2204066076677	-0.265662349970841	-0.52189310145763	516.445079091454	718.987078977179	1059.11083927489	560.689297693957	689.026462263709	2.34462017944431	0.56387532126788	2.14408837411735	0.711155098496354	1.26076848184452	2.13547888982132
chr1	36072721	36074069	25	100	1349	INT	0	12	0.454545454545455	11	0	12	1	4	0.166666666666667	6	1	7	0.0192307692307692	416			0.627450980392157	51	0.341463414634146	41	0.75609756097561	41	0.375	24	14	1	1	3.90140856385276	3.04514048265098	4.17903918155655	2.46827617343568	0.768268971637548	1.1564902206412	0.232431211843125	0.307112738644449	160.910187847486	528.375270598771	889.927013761093	240.938032089611	382.981792823245	1.68034467341214	1.42691458936669	2.42468818966444	0.716140860693405	1.57059588388648	1.55932201359976
chr1	36074070	36074305	26	100	236	PU	0	4	0	4	0	4	0	4		0	0	2	0.0289855072463768	138							0.0285714285714286	35	0.05	20	2	1	1	3.86691723646811	3.5876824051059	2.72466797731831	2.08388503012639	3.85862844106298	4.61636282547704	2.56595202350826	2.80216299606034	923.008226461322	600.077935888495	790.880297275965	1101.64327469157	1144.5766607186	2.91693446014113	1.25034164448255	3.40039177861445	0.608701942834312	5.61460030354349	5.73228742255312
chr1	36074306	36074608	27	100	303	INT	0	1	0	1	0	1	1	1		0		0	0	35					0.444444444444444	9	0.142857142857143	7			1	1	1	4.05805787934451	3.56484441737795	4.70736005844987	3.42991346160924	1.08990081300244	1.85534582410387	0.969543682808944	1.07178721898442	421.820484026132	604.425157295157	668.570016503681	724.75658544203	804.455717531336	4.04021860665144	1.95014995826372	3.51523576163197	0.862070541905755	4.42318870425308	4.41368863531969
chr1	36111164	36116270	28	101	5107	INT	0.0526315789473684	38	0.861111111111111	36	0.921052631578947	38	1	28	0.777777777777778	36	0.8	30	0.0260557053009883	1113			0.675496688741722	302	0.69187675070028	357	0.884976525821596	426	0.795774647887324	284	42	1	1	3.2154398067675	1.83636748766585	1.17359575608077	0.900729651969348	0.952903333117708	0.405099885665378	-0.33442388359536	-0.213835089818077	356.703808381485	349.082302084293	178.523984776181	244.754043429098	270.18881598973	1.58076617460027	0.145621039116886	1.3053235557184	0.593943756425869	1.46759925850039	1.00495177580607
chr1	36116271	36118666	29	101	2396	DM	0	25	0	29	0.142857142857143	28	1	20	0.3	20	0.5	28	0.013555787278415	959			0.511811023622047	127	0.655339805825243	206	0.66044776119403	268	0.63716814159292	226	27	1	1	4.20176498973549	3.03321494013579	2.87186762389869	2.59426310666648	3.19419383268819	2.97356665949259	0.369306709346848	1.60531568447261	586.526352872131	662.328637057517	534.043084015593	519.835960118741	374.960816625067	3.63301886922642	0.859933778719086	2.77988806538411	0.987175509399781	4.1895156813317	4.18635556565222
chr1	37039139	37039370	31	108	232	INT	0	4	1	4	0.25	4	1	4	1	1	0.875	8	0.012987012987013	77			0.333333333333333	9	0.521739130434783	23	0.72972972972973	37	0.2	10	4	1	1	3.31154117940527	1.64881080431133	0.77682059349512	0.866972499387294	0	0.77346016119582	-0.0503569884347537	-0.197447120154447	149.046198871992	489.614647406769	409.601917046505	142.637008017917	244.147584031233	2.00312485435716	0.553443409923205	2.02908769347311	1.37951508750614	0	1.22853610834583
chr1	37039371	37042630	32	108	3260	DM	0	36	0.0540540540540541	37	0	37	1	27	0.4	40	0.815789473684211	38	0.0211591536338546	1087			0.828125	128	0.806896551724138	290	0.58974358974359	312	0.708994708994709	189	36	1	1	4.14771261488356	2.7481824219275	1.04690135558404	1.41733264016676	1.89210445739959	2.01642449900752	0.334179886326442	0.186421679126282	476.458485568673	593.046433416326	790.626590801066	766.208892563871	943.806433428169	3.60800847529588	1.77784834001303	3.6028737552936	2.43503092032767	4.60452636243849	5.65650464412714
chr1	37042645	37042985	34	108	341	PU	0	8	0	8	0	8	0	8	0	5	0.111111111111111	9	0.0163398692810458	306							0.0506329113924051	79	0.5	16	6	1	1	2.32680064032868	2.15413668827453	1.29630397907352	1.56644198430883	3.79438511780781	4.44046669355628	1.84026878822263	1.52761911042427	2177.17043146397	244.224015113771	203.746835942618	2311.9780917257	2003.28064028523	4.08727216981838	2.2682735019234	3.73328487660394	2.21183648968528	6.83405409161738	8.41503934338129
chr1	37043000	37045382	36	108	2383	DM	0	29	0	30	0	32	1	26	0.2	30	0.866666666666667	30	0.0228426395939086	788			0.650943396226415	106	0.816831683168317	202	0.730496453900709	141	0.748603351955307	179	32	1	1	4.38888206047977	2.83469041330058	1.21383524070963	1.38817352727799	2.24500888357885	2.44054030060521	0.438315320768178	-0.0321206786555421	1011.78716866504	731.455839585513	758.266521182282	1171.81511750739	919.751870282356	3.84457202477351	2.61918205035681	3.71954906115304	2.73683080460616	5.08932008119932	5.85007020473136
chr1	72260528	72260729	38	230	202	CG		0		0		0		0		0		0													0	1	0	3.98961036695895	2.31789142465077	0	1.07305236349199	1.3241354843601	1.78664590810319	-0.278793129764125	0.128770142600466	3494.35476400188	388.185880945117	353.052398648294	1732.93320188931	1230.26836545704	3.03153990836654	1.05245422516463	2.05167690267969	1.50573928072376	2.24811617912678	2.75068399421805
chr1	72260730	72261236	39	230	507	DM	0	7	0	6	0	7	1	7	0.666666666666667	6	1	5	0.00719424460431655	278			0.9	50	0.553191489361702	47	0.891891891891892	74	0.941176470588235	17	5	1	1	4.17000671149819	2.69985056330223	1.04326101027393	1.04831316851632	2.46722751258278	2.61145360858845	0.51885867903064	-0.131311134041815	1109.09812769311	639.436190586825	788.038470839472	865.124461673885	805.931991434203	4.01861561251646	0.513922509621915	2.61059368860794	1.15161825390477	4.69154420543039	4.05956099744894
chr1	72839563	72851678	41	237	12116	INT	0.802631578947368	76	0.972972972972973	74	0.907894736842105	76	1	66	0.923076923076923	78	0.9875	80	0.0818181818181818	1980			0.823886639676113	494	0.557919621749409	423	0.90200210748156	949	0.814070351758794	597	78	1	1	1.77558913599133	1.38137317310501	1.81704021565228	1.5047617854898	0.331360484503635	0.260341561155987	-0.225081909150843	0.0434644282557157	178.471597011657	107.655010803563	58.0868092121925	106.651038970722	221.302395638787	0.740663390751218	0.193146756890624	0.829890222355414	0.408348851817635	0.989225770136472	0.784121542417671
chr1	72851679	72851769	42	237	91	DM	0	4	0	4	0	4	1	4	0.5	2		0	0	65			0.384615384615385	39	0.304347826086957	23			0.76	25	2	1	1	2.85623637993722	3.2998468010126	2.78881539750417	3.00019104570387	1.42057222776542	2.38399729516846	1.29907520639955	2.39735695421758	420.807101481925	779.458255133223	948.057770497224	523.002362732361	626.645465680164	3.22935822394134	0	3.6056181466171	1.89626745005532	2.00095874931121	1.97651674569464
chr1	72851770	72852214	43	237	445	INT	0	4	0	4	0	4		0	0.5	2	0.2	5	0	79			0.244444444444444	45	0.738095238095238	42	0.518518518518518	54	0.567567567567568	37	4	1	1	3.65956335900046	3.78710900404074	3.71005019562525	3.30398518332615	0.971229332268227	1.61155844595467	1.3438056546805	2.69603515366015	286.913932828585	485.280477375414	488.996883230773	402.853171293845	576.487772481232	2.43081700460429	2.05972419804655	3.8251183886179	1.69016431068052	4.9439356450722	3.45346277888096
chr1	72852215	72853121	44	237	907	PU	0	15	0	15	0	15	0	15	0.375	8	0	14	0.0391566265060241	332					0.529411764705882	17	0.222222222222222	45	0.375	40	13	1	1	3.52329350992181	3.64853311545463	3.79800140727599	3.65822037615243	2.76254335622713	2.81466005692642	2.48701725027202	3.6790822807726	600.429157442602	505.662876691373	838.276771041575	423.424098304842	488.419542786883	3.80735913160143	4.37395650629219	4.07031158630337	1.54203289837966	6.25181790465273	5.6760561673187
chr1	72853122	72858199	45	237	5078	INT	0.931818181818182	44	0.934782608695652	46	0.934782608695652	46	1	39	0.847826086956522	46	0.96078431372549	51	0.108264462809917	1210			0.818897637795276	508	0.637724550898204	334	0.912408759124088	548	0.726993865030675	326	47	1	1	1.82892176288849	1.55549005793771	1.90840728654885	2.11470618712581	0.182811885939052	-0.0668839663577799	-0.114318533377225	0.268710965230264	202.088679100851	146.493271853271	118.974754194311	119.135755859755	240.115510780918	0.458706384175888	0.751553683993919	1.14860745591557	0.423865748600539	2.51367548693689	2.13806867661975
chr1	84857225	84858750	47	282	1526	DM	0	11	0	11	0.0833333333333333	12	1	12	0.333333333333333	9	0.866666666666667	15	0.00696055684454756	431			0.48	50	0.4	75	0.792	125	0.343949044585987	157	10	1	1	4.46344140739236	3.12294683077065	1.47998282232337	1.38258609903171	3.28545685236498	3.1044274030639	0.312094490894942	-0.429735519233677	1323.00247583647	699.400147295853	502.450613898318	800.965257810773	443.788264219395	3.80492652009865	1.18876517895844	3.1251075907993	2.03021407861415	5.8688055603461	5.73060228671084
chr1	84858751	84863195	48	282	4445	INT	0.0975609756097561	41	0.951219512195122	41	0.833333333333333	42	1	41	0.6	35	0.909090909090909	55	0.0166402535657686	1262	0.127659574468085	188	0.742268041237113	388	0.628841607565012	423	0.876712328767123	438	0.833333333333333	330	45	1	1	3.39339457657508	2.28087512289342	0.942231790525989	0.826985996732929	0.299704810847514	0.348939129307674	-0.018368410102677	-0.259583457930821	237.071998502828	412.036590258754	322.409429754428	201.245283589635	257.721669053533	1.96759376240725	0.257298902915014	1.72788271556318	1.06132812764343	2.48450197694333	2.03647268626299
chr1	84863196	84864084	49	282	889	DM	0	6	0	6	0.666666666666667	6	1	6	0.5	2		0	0.0348258706467662	201			0.675675675675676	37	0.717948717948718	39	0.828947368421053	76	0.757575757575758	33	4	1	1	3.33011055582362	2.53785280436346	1.20359526968094	0.838595450115841	2.40362826294293	3.92529800582508	1.23983834731404	0.195429002869921	310.177224679552	365.16952865625	449.039939464835	204.076935458066	405.495636575782	2.34220814112016	1.2279054430904	2.13010112525715	0.639102366858074	2.83455048760283	2.90887235333734
chr1	84864085	84865457	50	282	1373	INT	0	10	1	10	1	9	1	10	0.692307692307692	13	0.875	16	0.0376811594202899	345			0.72972972972973	74	0.766233766233766	77	0.904	125	0.730769230769231	52	10	1	1	3.57302415231354	2.82576983842722	1.19898029524799	0.701703410414622	1.11279713703568	1.02985327062335	0.437637866394698	-0.201807924990309	218.322263755862	349.566644735328	347.896671981236	264.169560767876	354.14814386948	4.51873107944549	1.12772391834088	2.67364912544039	1.92480167349989	2.11098582728807	2.51344892439825
chr1	84865458	84866712	51	282	1255	DM	0	16	0	15	0	16	1	16	0	11	1	9	0.0108892921960073	551	0	47	0.0869565217391304	69	0.0731707317073171	123	0.596153846153846	104	0.179775280898876	89	14	1	1	4.06919310332611	3.3193382878821	2.70897254059098	1.27584757041346	2.40197417885032	2.78564461822079	1.61357647558061	-0.130482240533264	329.470544874931	630.77436670409	670.318926745515	384.744561100959	384.013507676655	3.86755895137943	1.7371776505278	3.57891197262257	1.52374844749312	4.1645359025998	4.80303474352371
chr1	84866713	84867739	52	282	1027	INT	0	10	0.9	10	0.7	10	1	7	0.75	16	0.909090909090909	11	0.0207100591715976	338	0.2	25	0.58695652173913	46	0.388888888888889	18	0.924242424242424	132	0.709090909090909	55	10	1	1	3.88048329656672	2.82602008086918	1.11657215217689	0.639984425028346	-0.261022799211175	0.180542382424828	-0.356155311985808	-0.470102548657189	157.718770092907	397.682783231236	326.064683964652	149.101550778963	245.245863761468	1.86609735735764	0.276502906548828	1.69043380569575	0.445567550375809	0.164703442391978	0.203796499161174
chr1	84867740	84869983	53	282	2244	DM	0	15	0	15	0	18	1	13	0.846153846153846	13	0.947368421052632	19	0.00816326530612245	490	0.0606060606060606	66	0.55	80	0.0493827160493827	81	0.698717948717949	156	0.12621359223301	103	17	1	1	4.26476761108459	2.98190079769261	1.370525845819	1.15109086862424	2.78598731022893	1.79617802395832	-0.123435853248676	-0.10427630640633	699.952314060642	405.625800925734	297.545752825524	309.534389891756	278.518647251789	3.45147118183258	0.420503278342212	2.32600399050802	0.913210442828968	2.78081866832671	1.79701898588586
chr1	84869984	84878062	54	282	8079	INT	0.363636363636364	77	0.987341772151899	79	0.971428571428571	70	1	64	0.755813953488372	86	0.966666666666667	90	0.0348731884057971	2208	0.173160173160173	462	0.776470588235294	680	0.590551181102362	762	0.892891918208374	1027	0.750332005312085	753	80	1	1	2.91653280753429	1.68851750338164	0.887621003589485	0.551160739253156	0.831105849282332	0.482081038885159	0.0198948717739405	-0.231788750135467	126.159728819898	160.126642824699	168.375138127328	129.64994198707	255.100211951045	1.48460979124871	0.215527277880056	1.23925119858907	0.605317268459915	0.931323576556008	0.71423450714489
chr1	84878063	84879239	55	282	1177	DM	0	14	0	13	0	15	1	14	0.461538461538462	13	0.333333333333333	15	0.0612745098039216	408	0	23	0.531914893617021	47	0.428571428571429	42	0.76271186440678	118	0.171428571428571	70	13	1	1	2.98657582639281	2.54628369151281	2.09395598556846	1.89003487509131	1.46261248367875	2.25002293698488	0.666293308859926	0.834287537663347	281.058546444329	188.087724518039	435.332649718113	184.118178717005	387.349532357244	1.85539782840449	0.796871190596773	1.21584295539816	0.14436606197801	1.78139653728928	2.41951771960823
chr1	84879240	84886082	56	282	6843	INT	0.271186440677966	59	0.920634920634921	63	0.828125	64	1	52	0.620689655172414	58	0.876712328767123	73	0.206013363028953	1796	0.297872340425532	235	0.796252927400468	427	0.692124105011933	419	0.877672209026128	842	0.702752293577982	545	65	1	1	2.29160520204163	1.37964702386118	1.23162236240681	1.42499982342605	0.569195924356989	0.280038144482425	-0.199533701568706	-0.280029205776437	155.995298176314	127.116668653422	348.688448675442	121.080932851222	261.23731103614	0.684652796471369	0.110046689122379	0.766486283687154	0.691957709019425	0.326653448166198	0.409855324013416
chr1	84886083	84886815	57	282	733	DM	0	10	0	10	0	10	1	6	0.166666666666667	12	0.3	10	0.0716845878136201	279			0.19047619047619	21	0.695652173913043	69	0.224137931034483	58	0.616666666666667	60	8	1	1	4.33546280752865	2.77195672084264	3.01000151214029	2.78874996475611	2.33608676401964	1.82763889438202	0.850053593246577	2.31041463349808	225.768340586428	557.407835512634	932.515839833335	279.720525969562	568.959313101788	1.96916122607577	0.199115039361764	1.9967294945349	1.01004159851503	2.30684428742068	2.56553086851573
chr1	84886816	84887132	58	282	317	INT	0	1	0	2	0	1		0	0	2	0	5	0	70							0.210526315789474	19	0.526315789473684	19	2	1	1	4.44374240267293	3.50530133886706	3.6720474075242	2.96960376649449	3.26804812539103	1.99842252182742	1.38880688863248	2.58158166705453	348.654905715749	709.033164786324	1454.34604723474	513.899473507589	837.459495273636	2.40660059595861	0.752246483039312	2.64665741282592	1.35787242663607	2.76524914253027	3.35531821248244
chr1	91766947	91767019	59	315	73	CG		0		0		0		0		0		0													0	1	0	2.22071939938642	1.43130080277313	2.13771052422241	2.73828712962099	1.25918327265602	2.46174806053206	0.130659413366091	1.12108922779281	191.275955219057	1073.74351472434	1619.20757832447	555.690010403133	1024.32431890027	0.372071253509346	2.44838940117207	1.45470508900069	2.60660350535935	0	2.94646299414815
