Chr	Start	End	type	GeneID	Esrrb_Exo	H3K27ac_FF	H3K27ac_KO	Med1_FF	Med1_KO	Esrrb_Exo_RPKM	H3K27ac_FF_RPKM	H3K27ac_KO_RPKM	Med1_FF_RPKM	Med1_KO_RPKM
chr1	12797617	12797769	DM	TE_00056	19.9089177828487	36.2003798958528	23.8925485853729	31.0056060345886	10.3363551768549	89.413964991964	162.581388702708	107.305054251706	139.250872537113	46.4221365524956
chr1	12797770	12798326	INT	TE_00057	55.3025493968019	110.863663431049	102.921747752376	97.7869113398564	65.4635827867477	67.9002931593652	136.118051153077	126.366992500072	120.062456786288	80.3759774362155
chr1	12798327	12798839	DM	TE_00058	42.0299375415695	170.594290259206	162.653119215808	78.7065383954941	55.1272276098928	56.0389606980886	227.455173296386	216.867125870485	104.940260914387	73.5017162081181
chr1	12798840	12801428	INT	TE_00059	259.921982164969	428.069492268459	188.383556153902	219.424288860165	241.181620793281	68.5614552102214	112.914910376448	49.6912598157644	57.8790929009332	63.6181778617405
chr1	12801429	12802233	DM	TE_00060	42.0299375415695	161.544195285243	112.11118951598	89.4392481766979	84.4135672776483	35.6865023351012	137.162880543591	95.1906298336985	75.9404873193214	71.6733153074186
chr1	12802234	12803829	INT	TE_00061	60.8328043364821	189.599489704529	78.1102549906421	133.562610610536	161.93623110406	26.0362503424876	81.1479896841541	33.43094528411	57.1643803730846	69.3082013648963
chr1	12803830	12804759	DM	TE_00062	154.847138311045	261.547744747536	133.246905572272	208.691579078962	98.1953741801215	113.785981044671	192.192552285591	97.9135296724186	153.352372670664	72.156690184934
chr1	12804760	12804921	INT	TE_00063	109.499047805668	41.6304368802307	26.6493811144544	75.1289684684262	20.6727103537098	464.28617846759	176.516936305797	112.995862193387	318.553835502962	87.6542205711719
chr1	13117753	13118153	INT	TE_00064	190.240769924999	43.4404558750233	69.8397574033977	64.3962586872225	75.7999379636026	324.672041770821	74.1371132484348	119.191152568818	109.901073248522	129.363020526288
chr1	13118154	13118291	PU	TE_00065	251.073574261481	12.2176282148503	24.8114927617334	47.7009323609055	44.7908724330379	1251.07033579997	60.8790163536417	123.632774466311	237.688182208212	223.187693011512
chr1	13118292	13118321	INT	TE_00066	99.5445889142434	4.07254273828343	11.9462742926864	19.0803729443622	10.3363551768549	2343.26253082389	95.8669567867692	281.21324562516	449.148702931379	243.316026068253
chr1	13118322	13119397	DM	TE_00067	202.407330792295	132.583891368561	176.437281861215	119.252330902264	130.927165573495	128.534307504727	84.1944735728349	112.042601190762	75.7285603779651	83.1424064270433
chr1	13119398	13122691	INT	TE_00068	207.937585731975	207.247174903757	269.250643673625	230.156998641369	311.813381168456	43.1064794616588	42.9633539171262	55.8169765254266	47.7126725308786	64.6404403700911
chr1	13445648	13446181	INT	TE_00069	35.3936316139532	38.0103988906454	18.3788835272099	20.2728962533849	58.5726793355111	45.3314077257571	48.6829073864019	23.539281636974	25.9650926999496	75.0186371805183
chr1	13650476	13650479	INT	TE_00070	5.53025493968019	22.625237434908	54.2177064052693	14.3102797082717	13.7818069024732	1258.41876655357	5148.41064225242	12337.3298272987	3256.3280962525	3136.0732248797
chr1	13650480	13651075	PU	TE_00071	268.770390068457	183.716927971453	341.847233606104	254.007464821822	137.818069024732	308.365472543715	210.781988647511	392.207950071652	291.427682563774	158.121339069565
chr1	13651076	13651156	INT	TE_00072	9.95445889142434	31.6753324088712	27.5683252908149	26.235512798498	12.059081039664	84.9432667423658	270.291558718252	235.245695859509	223.872556617359	102.902402691365
chr1	13990867	13991729	INT	TE_00073	182.498413009446	39.820417885438	20.2167718799309	48.8934556699282	53.4045017470837	144.528373420885	31.535508342335	16.010534598327	38.7208387315408	42.2933309039751
chr1	14179691	14180109	INT	TE_00074	5.53025493968019	4.07254273828343	2.75683252908149	17.8878496353396	31.0090655305647	9.03171363555192	6.65105681056533	4.50230996860305	29.2134697630308	50.6423307845407
chr1	14215552	14215951	INT	TE_00075	17.6968158069766	18.5526946966245	11.0273301163259	23.8504661804528	36.1772431189922	30.2777447591836	31.7420806514811	18.8668227255747	40.8061164943922	61.8961820699942
chr1	14282354	14282974	INT	TE_00076	82.9538240952029	168.331766515715	129.57112886683	121.637377520309	103.363551768549	91.3368459595332	185.342783121087	142.665131682541	133.929623313611	113.809108967409
chr1	14302611	14303160	INT	TE_00077	37.6057335898253	89.5959402422356	99.2459710469335	89.4392481766979	122.31353625945	46.7609159156517	111.408230291364	123.407578155808	111.213391265454	152.090982900587
chr1	14410966	14411574	INT	TE_00078	18.8028667949127	61.0881410742515	69.8397574033977	118.059807593241	108.531729356976	21.1116306231026	68.5890233589549	78.4152319531697	132.556119049752	121.858108450301
chr1	15639832	15640186	INT	TE_00079	19.9089177828487	20.3627136914172	18.3788835272099	20.2728962533849	25.8408879421373	38.3924369457021	39.2675387968405	35.4419127471954	39.0943344889071	49.8316720055038
chr1	15779114	15779284	INT	TE_00080	8.84840790348831	34.3903609010601	10.1083859399655	14.3102797082717	17.2272586280915	35.5318239968066	138.0985442863	40.5914141875231	57.4646134632794	69.1780858429347
chr1	15779285	15780171	DM	TE_00081	106.18089484186	168.784271264413	68.9208132270372	104.942051193992	98.1953741801215	81.8114231980649	130.046760918295	53.1028658825077	80.8569053245542	75.658651446731
chr1	15780172	15781333	INT	TE_00082	64.1509573002902	285.530496428539	204.924551328391	83.4766316315847	122.31353625945	37.7200457158175	167.888739806784	120.493345223475	49.0833261709033	71.918991914231
chr1	15781334	15782136	PU	TE_00083	158.165291274853	255.66518301446	282.115862142672	231.349521950392	189.499844909006	134.628840611342	217.619851337103	240.134426031153	196.922584374372	161.300524346992
chr1	15782137	15782330	INT	TE_00084	16.5907648190406	69.2332265508184	68.9208132270372	56.048595524064	31.0090655305647	58.6827404092337	244.88295179211	243.777923170476	198.24795404646	109.681317450456
chr1	16120021	16120304	INT	TE_00085	34.2875806260172	16.2901709531337	19.2978277035704	26.235512798498	41.3454207074196	82.7087952575843	39.295289707651	46.5503850464046	63.2855283723984	99.7337774696726
chr1	16120305	16120649	DM	TE_00086	29.863376674273	33.937856152362	78.1102549906421	26.235512798498	34.454517256183	59.2627442388599	67.3483950294648	155.006853860917	52.063385259851	68.3736894959238
chr1	16120650	16120876	INT	TE_00087	23.2270707466568	21.7202279375117	46.8661529943853	22.6579428714301	18.9499844909006	70.1596303476768	65.6080648216237	141.563781579174	68.4405241468999	57.2402745691539
chr1	17240520	17240563	INT	TE_00088	12.1665608672964	34.3903609010601	29.4062136435359	8.34766316315847	12.059081039664	193.152647889617	545.970989038861	466.844171628173	132.524980661439	191.446330588587
chr1	17240564	17241271	DM	TE_00089	262.134084140841	158.829166793054	157.139454157645	164.568216645124	168.827134555297	253.107706653348	153.360011493403	151.728482760872	158.901441754896	163.013707233846
chr1	17241272	17241384	INT	TE_00090	15.4847138311045	39.3679131367399	36.7577670544198	27.4280361075207	25.8408879421373	94.3814074915176	239.952710290693	224.043519866199	167.177558512963	157.503677588824
chr1	18629342	18629933	INT	TE_00091	19.9089177828487	17.1951804505301	5.51366505816297	44.1233624338376	46.5135982958471	22.9964850740754	19.8618887721413	6.36874980330312	50.9662180885544	53.7271428120254
chr1	19097270	19097775	INT	TE_00092	12.1665608672964	4.52504748698159	2.75683252908149	14.3102797082717	48.2363241586562	16.4466611074328	6.11692353534941	3.72666448886351	19.3445233440743	65.2054828935384
chr1	20750154	20750464	INT	TE_00093	22.1210197587208	17.1951804505301	53.2987622289088	34.5831759616565	44.7908724330379	48.712984511751	37.8657298849533	117.369895568615	76.1560603155826	98.6345611050875
chr1	20750465	20750608	DM	TE_00094	40.9238865536334	4.97755223567975	4.59472088180248	21.4654195624075	32.7317913933739	195.362913409015	23.7618952719342	21.9343306162713	102.471863168785	156.255396694181
chr1	20750609	20751979	INT	TE_00095	301.951919706538	66.9707028073276	119.462742926864	97.7869113398564	134.372617299114	150.459119679908	33.3707200753296	59.5268914097055	48.7260773526834	66.9563079034535
chr1	20857230	20857584	INT	TE_00096	24.3331217345928	32.5803419062675	57.8934831107112	52.4710255969961	55.1272276098928	46.9240896003025	62.8280620749448	111.642025153665	101.18533632423	106.307566945075
chr1	20857585	20858205	DM	TE_00097	184.710514985318	121.271272651107	231.573932442845	96.5943880308337	134.372617299114	203.37671033656	133.526521173256	254.975980028371	106.355877337279	147.951841657631
chr1	20858206	20858235	INT	TE_00098	9.95445889142434	21.2677231888135	45.0282646416643	5.96261654511319	12.059081039664	234.326253082389	500.638552108684	1059.9576181256	140.358969666056	283.868697079628
chr1	20898386	20898609	INT	TE_00099	11.0605098793604	51.133036602892	25.7304369380939	22.6579428714301	31.0090655305647	33.858800893818	156.530153159065	78.7668697646189	69.3612486869927	94.925983264296
chr1	20898610	20899171	DM	TE_00100	290.891409827178	124.438805891994	116.705910397783	110.904667739105	91.3044707288849	353.972337543945	151.423842419189	142.014038617505	134.95477404255	111.104198475016
chr1	20899172	20899264	INT	TE_00101	6.63630592761623	34.8428656497583	40.4335437598618	14.3102797082717	17.2272586280915	49.2424734738353	258.539751817458	300.023496168649	106.184611834321	127.829071666292
chr1	20944720	20945563	INT	TE_00102	113.923251757412	44.7979701211178	29.4062136435359	54.8560722150414	55.1272276098928	92.2541871565961	36.2770571945188	23.8129292764074	44.4220321552832	44.6416117420599
chr1	20964636	20965477	INT	TE_00103	195.771024864679	55.6580840898736	11.0273301163259	84.6691549406073	74.0772121007935	158.910907262769	45.1786807845694	8.95108474138441	68.727495491655	60.1298225341085
chr1	21221645	21222295	INT	TE_00104	69.6812122399704	38.4629036393436	47.7850971707458	53.6635489060187	53.4045017470837	73.181891347269	40.3952219622882	50.1857484500286	56.3595247428317	56.087463444964
chr1	21245995	21246065	INT	TE_00105	11.0605098793604	68.7807218021202	124.976407985027	28.6205594165433	25.8408879421373	107.864465704592	670.764357962029	1218.79674807212	279.113836821643	252.005884142119
chr1	21246066	21246996	DM	TE_00106	254.391727225289	366.528846445509	515.527682938238	264.740174603026	263.5770570098	186.733107295046	269.045975498352	378.416732264329	194.329257357004	193.475485244595
chr1	21246997	21247131	INT	TE_00107	75.2114671796506	66.9707028073276	76.2723666379212	53.6635489060187	39.6226948446104	383.160340861086	341.178257486578	388.565029976901	273.385754349557	201.85545943722
chr1	21389973	21390511	INT	TE_00108	67.4691102640983	9.50259972266135	12.8652184690469	22.6579428714301	36.1772431189922	85.6099012190717	12.0576160023012	16.3243605553067	28.7501086565044	45.9044175574864
chr1	22367026	22367358	INT	TE_00109	14.3786628431685	29.8653134140785	15.6220509981284	20.2728962533849	34.454517256183	29.5652601780658	61.4087534437337	32.1219022458768	41.684922918895	70.8450276704753
chr1	22367359	22367712	DM	TE_00110	35.3936316139532	38.0103988906454	20.2167718799309	25.0429894894754	27.5636138049464	68.4465731383244	73.5070527958986	39.0965462429401	48.4298087969564	53.3043607628278
chr1	22367713	22367830	INT	TE_00111	8.84840790348831	27.1502849218896	7.35155341088397	8.34766316315847	13.7818069024732	51.6274365765566	158.412635146228	42.8938020940416	48.7057621234348	80.4121339712745
chr1	22473360	22474157	INT	TE_00112	379.375488862061	89.5959402422356	81.7860316960841	174.108403117305	68.909034512366	324.946778113832	76.7416793349545	70.0522523847639	149.129203906168	59.0227081219518
chr1	24049730	24050217	INT	TE_00113	34.2875806260172	4.07254273828343	3.67577670544198	29.813082725566	43.0681465702288	48.0628112071794	5.70870995239488	5.15254090862717	41.7906583194623	60.3710194727869
chr1	24099565	24100262	INT	TE_00114	30.9694276622091	6.78757123047239	3.67577670544198	42.930839124815	67.1863086495568	30.3320448753227	6.64787600864731	3.60012542683132	42.047278143863	65.8035450701086
chr1	25238625	25239152	INT	TE_00115	102.862741878052	33.937856152362	28.4872694671754	62.0112120691772	36.1772431189922	133.244339988025	43.9617607023451	36.901285625021	80.3268790346917	46.8625742806977
chr1	26584585	26585081	INT	TE_00116	13.2726118552325	10.4076092200577	3.67577670544198	40.5457925067697	51.6817758842745	18.2673691919066	14.3242070288475	5.05904722278514	55.8040097140045	71.1306931046304
chr1	30861675	30862338	INT	TE_00117	53.0904474209298	42.0829416289288	45.9472088180248	59.6261654511319	82.6908414148392	54.6643446104717	43.3305149076448	47.3093405448988	61.3938178026489	85.1422594989965
chr1	30904333	30905101	INT	TE_00118	80.7417221193308	107.696130190162	49.6229855234668	85.86167824963	79.2453896892209	71.7691952800082	95.7282603793809	44.108567973658	76.320189755918	70.4391446994465
chr1	30924449	30924998	INT	TE_00119	38.7117845777613	27.6027896705877	16.5409951744889	57.2411188330867	43.0681465702288	48.1362369719944	34.3227376150161	20.5679296926347	71.1765704098907	53.5531629931644
chr1	31290349	31290965	INT	TE_00120	67.4691102640983	18.1001899479264	16.5409951744889	44.1233624338376	67.1863086495568	74.7696864543191	20.0587427620224	18.3308334435981	48.8977839128825	74.4562839510807
chr1	33163168	33163664	INT	TE_00121	33.1815296380811	40.7254273828343	34.9198787016988	35.7756992706792	58.5726793355111	45.6684229797666	56.05124489549	48.0609486164589	49.2388321005922	80.6147855185811
chr1	33551369	33561654	INT	TE_00122	361.678673055085	231.682431333458	186.545667801181	460.313997282739	804.512977931873	24.0060050556937	15.37765434419	12.3817536890567	30.5528110149116	53.398621634133
chr1	33887433	33887804	INT	TE_00123	58.62070236061	3.62003798958528	0	28.6205594165433	31.0090655305647	107.864465704592	6.66101646436971	0	52.6629880795553	57.0579360321779
chr1	34000492	34001053	INT	TE_00124	201.301279804359	72.8532645404037	41.3524879362223	85.86167824963	62.0181310611294	244.954241190106	88.6517768345069	50.3199349432105	104.481115387781	75.4670027377469
chr1	34063557	34063619	INT	TE_00125	5.53025493968019	33.0328466549656	50.5419296998273	15.5028030172943	3.4454517256183	60.8912306396888	363.710300210735	556.495194506366	170.69461794872	37.9363696558029
chr1	34063620	34063886	PU	TE_00126	37.6057335898253	86.4284070013485	151.625789099482	47.7009323609055	27.5636138049464	96.5103114198977	221.807466015837	389.128218714978	122.418349483177	70.7384937942791
chr1	34063887	34064527	INT	TE_00127	101.756690890116	166.974252269621	407.0922701277	131.17756399249	146.431698338778	108.538618615245	178.10283065542	434.224346940677	139.92034788585	156.191146942251
chr1	34159855	34160063	INT	TE_00128	37.6057335898253	61.5406458229497	54.2177064052693	67.9738286142904	55.1272276098928	123.421840565831	201.976109811441	177.942257124501	223.089785440376	180.927301435368
chr1	34160064	34161174	DM	TE_00129	577.358615702612	364.718827450717	322.549405902534	628.459783854931	239.458894930472	355.078160076196	224.303728521916	198.369343535586	386.505609622763	147.268303465635
chr1	34161175	34161282	INT	TE_00130	35.3936316139532	23.5302469323043	37.6767112307803	33.3906526526339	10.3363551768549	225.809722596528	150.121880409603	240.375664305044	213.03081003521	65.9454650091527
chr1	34196907	34197131	INT	TE_00131	86.271977059011	44.7979701211178	55.1366505816297	88.2467248676752	49.9590500214654	262.919635154942	136.524817924015	168.032639899649	268.937811520854	152.25355500253
chr1	34197132	34197939	DM	TE_00132	126.089812624708	245.710078543101	307.846299080766	164.568216645124	132.649891436305	106.661516272942	207.850332992049	260.412418382274	139.211052442021	112.210798473856
chr1	34197940	34197964	INT	TE_00133	1.10605098793604	24.4352564297006	24.8114927617334	7.15513985413583	13.7818069024732	31.4604691638392	695.035436704077	705.737087578528	203.520506015781	392.009153109963
chr1	34525361	34525370	INT	TE_00134	4.42420395174415	4.97755223567975	5.51366505816297	1.19252330902264	5.16817758842745	335.578337747618	377.550113765177	418.214570416905	90.4535582292361	392.009153109963
chr1	34525371	34525443	DM	TE_00135	7.74235691555227	11.7651234661521	9.18944176360496	10.7327097812037	13.7818069024732	73.4077613822915	111.548897248802	87.1280355035219	101.760253007891	130.669717703321
chr1	34525444	34525724	INT	TE_00136	16.5907648190406	14.4801519583411	5.51366505816297	20.2728962533849	41.3454207074196	40.4491746392218	35.3033872611594	13.442611191972	49.4264086038326	100.802353656848
chr1	34603897	34604333	INT	TE_00137	37.6057335898253	23.5302469323043	6.43260923452347	26.235512798498	67.1863086495568	58.8801441231486	36.8418376234577	10.071681168297	41.0775333242861	105.195116774921
chr1	35289280	35290169	INT	TE_00138	168.119750166278	163.354214280036	204.924551328391	261.162604675958	149.877150064396	129.097628244865	125.438216548017	157.359700567441	200.544390629724	115.089301419236
chr1	35754400	35754436	INT	TE_00139	0	2.2625237434908	5.51366505816297	7.15513985413583	17.2272586280915	0	42.9034220187702	104.553642604226	135.680337343854	326.674294258303
chr1	35754437	35754784	DM	TE_00140	27.651274698401	20.8152184401153	31.2441019962569	28.6205594165433	39.6226948446104	54.3985057587998	40.9498944455812	61.466694787499	56.3053849496109	77.94994687201
chr1	35754785	35754805	INT	TE_00141	9.95445889142434	1.35751424609448	2.75683252908149	7.15513985413583	5.16817758842745	339.773066969463	46.3356957802718	94.0982783438037	244.224607218937	176.404118899483
